,Area,location,Price,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
1260,1000,Ulwe,78,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1261,1090,Ulwe,82,2,0,1,1,1,0,1,1,0,1,1,0,1,0,0
1262,1050,Chembur,162,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1263,666,Chembur,129,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1264,600,Chembur,115,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1265,1000,Chembur,185,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1266,1070,Chembur,175,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1267,695,Chembur,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1268,625,Chembur,141,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1269,1361,Andheri West,270,2,0,0,1,0,1,1,0,0,0,1,0,0,0,1
1270,1470,Andheri West,312,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1271,765,Chembur,125,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1272,1556,Ghatkopar East,399,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1273,1200,Chembur,115,2,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1274,1850,Chembur East,400,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1275,1270,Chembur East,222,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1276,1073,Chembur East,195,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1277,1250,Chembur East,165,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1278,775,Chembur,140,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
1279,1252,Chembur,202,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1
1280,700,Chembur,112,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1
1281,2000,Kharghar,155,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1
1282,675,Badlapur,26,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
1283,1300,Jankalyan Nagar,220,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1284,2320,Yari Road,1000,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1285,3320,Yari Road,1450,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1286,900,Kamothe,62,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1287,1065,Kamothe,79,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1288,850,Sector 17 Ulwe,69,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1289,610,Kamothe,44,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1290,670,Kamothe,57,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1291,600,Sector 17 Ulwe,40,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
1292,900,Kamothe,64,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1293,610,Kamothe,45,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1294,980,Kamothe,67,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1295,610,Thakur complex,44,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1296,2695,Wadala,650,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1297,510,Naigaon East,32,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1298,565,Naigaon East,24,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
1299,1015,Mira Road East,65,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1300,540,Naigaon East,27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1301,565,Naigaon East,24,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
1302,540,Naigaon East,24,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1303,750,Naigaon East,43,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
1304,585,Naigaon East,32,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
1305,500,Naigaon East,23,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1306,585,Naigaon East,33,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
1307,453,Naigaon East,25,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
1308,500,Naigaon East,25,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1309,605,Naigaon East,30,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1310,710,Naigaon East,45,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
1311,510,Naigaon East,28,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1312,590,Naigaon East,28,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1313,560,Naigaon East,27,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1314,600,Naigaon East,27,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
1315,500,Naigaon East,22,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1316,556,Naigaon East,38,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1317,900,Khar West,310,2,0,0,1,1,1,1,0,0,1,0,0,1,0,0
1318,545,Badlapur West,21,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
1319,620,Badlapur West,21,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
1320,750,Malad West,100,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1321,908,Kandivali West,205,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0
1322,650,Kandivali West,86,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
1323,750,Malad West,93,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1324,913,Kandivali West,128,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1325,2700,Borivali West,525,5,0,1,1,1,0,1,1,1,1,1,0,1,1,1
1326,562,Kandivali West,89,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1327,750,Malad West,98,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1328,745,Ulwe,60,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1329,635,Kharghar,35,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1330,600,Kharghar,41,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1331,900,Sector 11 Kharghar,70,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1332,852,Kharghar,80,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1
1333,690,Kharghar,47,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1334,600,Kharghar,52,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1335,1000,Kharghar,75,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1336,1205,Kharghar,88,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
1337,560,Kharghar,52,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1338,1085,Kharghar,71,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1339,1000,Kharghar,73,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1340,1185,Kharghar,130,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1341,1435,Kharghar,155,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1342,1530,Kharghar,155,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1343,1730,Kharghar,150,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1344,560,Kharghar,48,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1345,1600,Kharghar,120,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1346,390,Kharghar,26,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1347,600,Kharghar,53,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1348,1075,Kharghar,95,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1349,1000,Kharghar,75,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1350,1300,Kharghar,135,3,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1351,1235,Mira Road East,129,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1352,556,Bhandup West,92,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1353,913,Vikhroli,155,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1354,540,Vasai east,25,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1355,400,Ghansoli,37,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1356,373,Sector8 Sanpada,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1357,1050,Jeejamata Nagar,215,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1358,650,Shakti Nagar,75,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1359,550,Thane West,49,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1360,815,Jeejamata Nagar,170,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1361,340,Goregaon,80,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1362,650,Pandurangwadi,115,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1363,550,Shreyas Colony,117,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1364,550,Kannamwar Nagar II,75,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1365,400,Kannamwar Nagar II,70,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1366,450,gokuldham,85,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1367,480,Bangur Nagar,117,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1368,305,Shivaji Colony,44,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1369,441,Jawahar Nagar,115,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1370,500,Jawahar Nagar,88,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1371,350,Jawahar Nagar,90,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1372,380,Jawahar Nagar,85,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1373,800,Vedant Complex,280,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1374,645,Titwala,26,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1375,1195,Kharghar,94,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
1376,600,Ulwe,40,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1377,1100,Koparkhairane Station Road,140,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1378,929,Dombivali,65,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1379,791,Dombivali,50,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1380,1290,Malad East,160,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1381,1540,Mira Road East,340,3,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1382,925,Naigaon East,37,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1383,670,Ulwe,44,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1384,1085,Ulwe,88,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1385,685,Ulwe,52,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1386,670,Ulwe,40,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1387,693,Ulwe,62,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1388,640,Ulwe,50,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1389,1690,Ulwe,65,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1390,1215,Ulwe,62,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1391,385,Ulwe,28,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1392,1120,Ulwe,65,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1393,1235,Ulwe,80,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1394,685,Ulwe,50,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1395,980,Ulwe,75,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1396,1100,Ulwe,90,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1397,758,Ulwe,60,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1398,689,Ulwe,45,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1399,648,Ulwe,47,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1400,1595,Ulwe,76,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1401,1250,Ulwe,80,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1402,840,Ulwe,55,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1403,500,Naigaon East,21,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1404,1250,Goregaon West,200,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1405,1045,Ulwe,86,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1406,1350,Ulwe,80,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1407,1511,Ulwe,51,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1408,686,Ulwe,65,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1409,930,Ulwe,85,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1410,765,Manvel pada Road,40,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1411,936,Thane West,120,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1412,1810,Thane West,194,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1
1413,2090,Thane West,241,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1
1414,1555,Thane West,162,3,1,1,1,0,1,0,1,1,0,1,1,1,1,1
1415,1150,Virar,62,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1416,1855,Nerul,350,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1417,1187,Sector-18 Ulwe,105,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0
1418,585,Karanjade,27,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
1419,1286,Nerul,152,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1420,640,Panvel,37,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
1421,900,Ulwe,88,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1422,620,Ulwe,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1423,1220,Ulwe,103,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1424,2703,Nerul,525,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1425,645,Dronagiri,26,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
1426,880,Dronagiri,44,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
1427,600,Dronagiri,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1428,680,Sector 17 Ulwe,46,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
1429,1055,Mira Road East,87,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1430,1285,Virar,50,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1431,975,Virar,39,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1432,767,Mira Road East,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,895,Vasai,36,2,1,0,0,0,0,1,1,0,1,1,1,0,1,0
1434,570,Nala Sopara,25,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
1435,1030,Virar,50,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1436,1125,Vasai,70,3,1,1,1,1,0,1,0,1,0,0,0,0,1,1
1437,1020,Borivali East,185,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
1438,791,Kandivali West,145,2,0,1,1,1,0,1,1,1,0,0,1,1,1,1
1439,1505,Kandivali West,425,3,0,1,0,1,1,1,1,1,1,1,0,0,1,1
1440,1627,Borivali West,390,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1441,724,Thane West,89,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1442,1404,Goregaon East,275,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1443,555,Virar East,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,450,Dombivali,36,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
1445,625,Govandi,105,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1446,650,Govandi,115,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1447,1150,Koparkhairane Station Road,100,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1448,1100,Kopar Khairane Sector 19A,100,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1449,700,Kopar Khairane Sector 19A,75,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1450,1150,Koper Khairane,105,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1451,700,Koper Khairane,80,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1452,700,Koper Khairane,71,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1453,885,Shilphata Road Thane,60,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1454,685,Mumbai Central,43,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1455,685,Koper Khairane,69,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1456,850,Kolshet Road,105,2,0,1,1,1,1,1,0,1,1,1,0,1,0,0
1457,1200,Vasant Vihar,154,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1458,2150,Vasant Vihar,390,4,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1459,2150,Vasant Vihar,310,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1460,1109,Vasant Vihar,150,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1461,1902,Vasant Vihar,390,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1462,1250,Kolshet Road,122,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1463,1210,Kolshet Road,120,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1464,1050,Kolshet Road,103,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1465,1300,Vasant Vihar,310,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1466,2450,Andheri West,650,4,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1467,1063,Thakur Village,163,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1468,1050,Thakur Village,235,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1469,1300,Samata nagar,245,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1470,1250,Thakur Village,200,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1471,1350,4 Bunglows,250,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1472,1357,Thakur Village,250,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1473,1100,Thakur Village,155,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1474,585,Borivali East,110,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1475,780,Thakur complex,105,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1476,1050,Borivali East,165,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1477,1830,Thakur Village,265,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1478,1100,Thakur complex,172,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1479,650,Thakur Village,100,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1480,1360,Thakur Village,230,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1481,1050,Samata nagar,210,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1482,1100,Samata nagar,235,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1483,1246,Panvel,61,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1484,695,Roadpali,48,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1485,950,Wadi Bandar,145,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1486,764,Kandivali East,168,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
1487,950,Kapurbawadi,120,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1488,594,Majiwada,85,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1489,508,Vasant Vihar,72,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1490,675,Thane Belapur Road Kalwa,65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1491,560,Thane Belapur Road Kalwa,53,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1492,653,mumbai,108,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1493,550,Suburbs Mumbai,111,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1494,1375,Thane,80,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1495,400,Mira Road and Beyond,28,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1496,890,Mira Road and Beyond,68,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1497,530,Mumbai Central,33,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1498,590,Mira Road and Beyond,41,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1499,940,Mira Road and Beyond,65,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1500,1760,Mira Road and Beyond,76,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1501,1180,Mira Road and Beyond,64,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1502,1115,Mumbai Central,55,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1503,525,Mumbai Central,28,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1504,500,Mumbai Nashik Expressway,30,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1505,675,Dombivali East,54,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1506,775,Bhandup West,130,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
1507,1225,Bhandup West,215,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1
1508,390,Andheri West,45,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1509,1050,Magathane,170,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1510,1150,Rajendra Nagar,190,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1511,1050,Magathane,205,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1512,1250,Magathane,210,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1513,1300,Dattapada,240,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1514,950,Dattapada,150,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1515,585,Magathane,98,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1516,1250,Magathane,270,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1517,900,Kandivali East,215,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1518,779,Kolshet Road,88,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
1519,383,Ramdev Park,51,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1520,640,kolshet,73,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1521,770,PARSIK NAGAR,61,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1522,1325,Manpada,158,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1523,695,Taloja,29,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1524,650,Kharghar,45,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1525,1083,Kharghar,96,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1526,1364,Kharghar,110,3,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1527,1110,Taloja,48,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1528,695,Taloja,29,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1529,1050,Taloja,63,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1530,1000,Kharghar,71,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1531,1050,Sector-35 Kamothe,75,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1532,1900,Sector 58A Seawoods Navi Mumbai,530,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1533,900,Mira Road and Beyond,57,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1534,1777,Goregaon East,425,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1535,662,Diva,47,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,820,kandivali,88,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1537,685,kandivali,75,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
1538,1155,Borivali,205,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1539,829,Borivali,145,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1540,1805,Ghatkopar,350,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1541,815,Ghatkopar,150,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1542,3410,Ghatkopar,585,4,1,1,1,1,0,1,1,1,1,1,1,0,1,0
1543,1766,Ghatkopar,286,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0
1544,1733,Ghatkopar East,286,3,1,1,1,1,0,0,1,1,1,1,1,0,1,0
1545,1342,Goregaon,180,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1546,1047,Malad West,155,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
1547,980,Sector 17 Ulwe,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,700,Thane West,71,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1549,620,Andheri East,110,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
1550,950,Andheri East,150,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1551,1100,Gundavali Gaothan,325,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1552,571,Badlapur,22,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0
1553,1356,Andheri East,315,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1554,750,Mira Road East,60,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1555,642,Badlapur,25,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0
1556,1080,Andheri East,170,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1557,880,Marol,197,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1558,495,KASHELI,21,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1559,800,Kondivita Road,115,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1560,1356,Andheri East,250,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
1561,1100,Koldongri,265,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0
1562,650,Mira Road East,48,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
1563,1242,Saki Naka,185,3,0,0,1,1,1,1,0,0,0,1,0,0,0,1
1564,675,Mira Road East,58,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1565,650,Jogeshwari West,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,625,Shirgaon,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1567,565,Bhandup West,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,956,Mira Road East,78,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1569,650,Virar,32,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
1570,580,Mira Road East,48,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1571,650,Virar,31,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
